agent_name,role,layer,scope,tools,inputs,outputs,guardrails,escalation_to,stack,actions,agent_code,agent_id,aka,artifacts,audit_logging,auto_remediation,autonomy_level,budget_cap,cache,capabilities,capability_pack,capability_pack_id,category,code_paths,commands,connectors,cost_center,court_gate,court_policy_id,created_at,data_sources,dependencies,depends_on_agents,display_name,efg_requirements,embedding_models,endpoints,epic,escalation_policy,export_control,failure_modes,governance_role,human_approval_required,last_updated,license_category,manifests,maturity_level,memory_scope,metrics,models,operational_readiness_score,operations_domain,owner_role,pii_handling,plane,policies,provides_capabilities,purpose,raci_a,raci_c,raci_i,raci_r,risk_class,scheduler_owner,scheduling,security_level,sla,source_file,source_row_index,source_rows_json,spawn_policy,state_store,status,subcategory,telemetry,telemetry_topic,tools_stack,triggers,type,version
Security Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,mr YWX-2,Security Agent,,,,,,tbd,,,,PACK-bd71ef60,Agent,,,,Ops,,COURT-POLICY-CORE-D,,,,,Security Agent,cpu>=1; ram>=2GB; disk>=2GB; net>=10Mbps,,,D,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""- **Strategy/CTO Agent** – Sets technical direction: system architecture, Capsule (Full‑Illusion) adoption, environment policies (no Docker‑in‑Docker), cohesion across services.\n- **COO Agent** – Owns operational runbooks, SLAs, scheduling and change management.  Coordinates delivery timelines and resource utilisation.\n- **CFO/FinOps Agent** – Manages budgets and spend telemetry.  Optimises cost across compute, storage and model usage.\n- **Legal/Compliance Agent** – Ensures licence compliance, data governance, export controls and regulatory adherence.  Maintains policy frameworks.\n- **Security Agent** – Enforces secrets management, supply‑chain security, SBOM attestation and vulnerability thresholds.  Gatekeeper for risk.\n- **Growth/Partnerships Agent** – Curates ingestion roadmaps for rep""}",pack=PACK-bd71ef60; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.d,,,Agent,
CFO/FinOps Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,vj BWK,CFO/FinOps Agent,,,,,,tbd,,,,PACK-9d07116f,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,CFO/FinOps Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""- **Strategy/CTO Agent** – Sets technical direction: system architecture, Capsule (Full‑Illusion) adoption, environment policies (no Docker‑in‑Docker), cohesion across services.\n- **COO Agent** – Owns operational runbooks, SLAs, scheduling and change management.  Coordinates delivery timelines and resource utilisation.\n- **CFO/FinOps Agent** – Manages budgets and spend telemetry.  Optimises cost across compute, storage and model usage.\n- **Legal/Compliance Agent** – Ensures licence compliance, data governance, export controls and regulatory adherence.  Maintains policy frameworks.\n- **Security Agent** – Enforces secrets management, supply‑chain security, SBOM attestation and vulnerability thresholds.  Gatekeeper for risk.\n- **Growth/Partnerships Agent** – Curates ingestion roadmaps for rep""}",pack=PACK-9d07116f; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
Strategy/CTO Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,hn ETD,Strategy/CTO Agent,,,,,,tbd,,,,PACK-b20083ae,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Strategy/CTO Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""- **Strategy/CTO Agent** – Sets technical direction: system architecture, Capsule (Full‑Illusion) adoption, environment policies (no Docker‑in‑Docker), cohesion across services.\n- **COO Agent** – Owns operational runbooks, SLAs, scheduling and change management.  Coordinates delivery timelines and resource utilisation.\n- **CFO/FinOps Agent** – Manages budgets and spend telemetry.  Optimises cost across compute, storage and model usage.\n- **Legal/Compliance Agent** – Ensures licence compliance, data governance, export controls and regulatory adherence.  Maintains policy frameworks.\n- **Security Agent** – Enforces secrets management, supply‑chain security, SBOM attestation and vulnerability thresholds.  Gatekeeper for risk.\n- **Growth/Partnerships Agent** – Curates ingestion roadmaps for rep""}",pack=PACK-b20083ae; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
Digest Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,es FPS-3,Digest Agent,,,,,,tbd,,,,PACK-a7c4c5d1,Agent,,,,Ops,,COURT-POLICY-CORE-D,,,,,Digest Agent,cpu>=1; ram>=1GB; disk>=500MB,,,D,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""- **Strategy/CTO Agent** – Sets technical direction: system architecture, Capsule (Full‑Illusion) adoption, environment policies (no Docker‑in‑Docker), cohesion across services.\n- **COO Agent** – Owns operational runbooks, SLAs, scheduling and change management.  Coordinates delivery timelines and resource utilisation.\n- **CFO/FinOps Agent** – Manages budgets and spend telemetry.  Optimises cost across compute, storage and model usage.\n- **Legal/Compliance Agent** – Ensures licence compliance, data governance, export controls and regulatory adherence.  Maintains policy frameworks.\n- **Security Agent** – Enforces secrets management, supply‑chain security, SBOM attestation and vulnerability thresholds.  Gatekeeper for risk.\n- **Growth/Partnerships Agent** – Curates ingestion roadmaps for rep""}",pack=PACK-a7c4c5d1; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.d,,,Agent,
Board Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,jm MDQ-2,Board Agent,,,,,,per_intent,,,,PACK-796c1e54,Agent,,,,PMO,,COURT-POLICY-CORE-A,,,,,Board Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Board,,,,,,,,,,,,,Control,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""1. **Delegation:** Board Agents can spin up one or more **MicroAgentStacks** to accomplish tasks.  Each stack has its own **CommandChiefAgent** orchestrating the details, leaving the Board Agent to focus on strategy and oversight.\n2. **Specialisation:** When a task requires sophisticated model selection, a Board Agent requests a **ModelSelectorAgent** to choose the most appropriate AI model or tool.  This ensures tasks are executed with the right balance of cost, latency and accuracy.\n3. **Governance:** Board Agents enforce policies across stacks—licensing, vulnerability gates, security posture, and budget limits.  They maintain decision logs and risk registers for audit.\n4. **Parallelism:** Multiple stacks can run concurrently.  Board Agents schedule tasks to maximise throughput while res""}",pack=PACK-796c1e54; min_plane=Control; approval=required,,Planned,,,trace.control.core.a,,,Agent,
CommandChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,jj CON-2,CommandChiefAgent,,,,,,tbd,,,,PACK-299e0062,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,CommandChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""1. **Delegation:** Board Agents can spin up one or more **MicroAgentStacks** to accomplish tasks.  Each stack has its own **CommandChiefAgent** orchestrating the details, leaving the Board Agent to focus on strategy and oversight.\n2. **Specialisation:** When a task requires sophisticated model selection, a Board Agent requests a **ModelSelectorAgent** to choose the most appropriate AI model or tool.  This ensures tasks are executed with the right balance of cost, latency and accuracy.\n3. **Governance:** Board Agents enforce policies across stacks—licensing, vulnerability gates, security posture, and budget limits.  They maintain decision logs and risk registers for audit.\n4. **Parallelism:** Multiple stacks can run concurrently.  Board Agents schedule tasks to maximise throughput while res""}",pack=PACK-299e0062; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
ModelSelectorAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,fl YEL-3,ModelSelectorAgent,,,,,,tbd,,,,PACK-20c0247c,Agent,,,,Ops,,COURT-POLICY-CORE-F,,,,,ModelSelectorAgent,gpu>=1; vram>=8GB; disk>=10GB; net>=50Mbps,,,F,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""1. **Delegation:** Board Agents can spin up one or more **MicroAgentStacks** to accomplish tasks.  Each stack has its own **CommandChiefAgent** orchestrating the details, leaving the Board Agent to focus on strategy and oversight.\n2. **Specialisation:** When a task requires sophisticated model selection, a Board Agent requests a **ModelSelectorAgent** to choose the most appropriate AI model or tool.  This ensures tasks are executed with the right balance of cost, latency and accuracy.\n3. **Governance:** Board Agents enforce policies across stacks—licensing, vulnerability gates, security posture, and budget limits.  They maintain decision logs and risk registers for audit.\n4. **Parallelism:** Multiple stacks can run concurrently.  Board Agents schedule tasks to maximise throughput while res""}",pack=PACK-20c0247c; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.f,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-12,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""1. **Delegation:** Board Agents can spin up one or more **MicroAgentStacks** to accomplish tasks.  Each stack has its own **CommandChiefAgent** orchestrating the details, leaving the Board Agent to focus on strategy and oversight.\n2. **Specialisation:** When a task requires sophisticated model selection, a Board Agent requests a **ModelSelectorAgent** to choose the most appropriate AI model or tool.  This ensures tasks are executed with the right balance of cost, latency and accuracy.\n3. **Governance:** Board Agents enforce policies across stacks—licensing, vulnerability gates, security posture, and budget limits.  They maintain decision logs and risk registers for audit.\n4. **Parallelism:** Multiple stacks can run concurrently.  Board Agents schedule tasks to maximise throughput while res""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-13,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""- **Research & analysis tools:** for web search, code parsing and data exploration within the current year’s context.\n- **Change control & telemetry:** CI/CD gates, policy engines (e.g. OPA), vulnerability scanners and cost dashboards.\n- **Observability feeds:** real‑time traces, metrics and logs aggregated from MicroAgentStacks and sidecars.  These signals inform decisions on scaling up/down stacks or raising alerts.""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
The Digest Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,lp TKI,The Digest Agent,,,,,,tbd,,,,PACK-919bde43,Agent,,,,Ops,,COURT-POLICY-CORE-D,,,,,The Digest Agent,cpu>=1; ram>=1GB; disk>=500MB,,,D,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""* **NOA:** Board Agents receive missions from NOA and report status back.  They provide domain expertise and enforce governance while letting NOA handle high‑level planning and cross‑domain coordination.\n* **MicroAgentStacks:** Board Agents are the owners of stacks.  They commission stacks to achieve defined objectives and decommission them when tasks complete.  Each stack operates autonomously but reports progress to its Board Agent.\n* **ModelSelectorAgents:** When tasks require AI model inference, Board Agents request a ModelSelector to choose among local or hosted models.  The selection is recorded in the trace for audit.\n* **Digest Agent:** The Digest Agent is part of the Board but behaves like an R&D lab—collecting raw information, synthesising knowledge graphs and summarising finding""}",pack=PACK-919bde43; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.d,,,Agent,
Each stack operates autonomously but reports progress to its Board Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kh ROJ,Each stack operates autonomously but reports progress to its Board Agent,,,,,,per_intent,,,,PACK-d499d363,Agent,,,,PMO,,COURT-POLICY-CORE-A,,,,,Each stack operates autonomously but reports progress to its Board Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Board,,,,,,,,,,,,,Control,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""* **NOA:** Board Agents receive missions from NOA and report status back.  They provide domain expertise and enforce governance while letting NOA handle high‑level planning and cross‑domain coordination.\n* **MicroAgentStacks:** Board Agents are the owners of stacks.  They commission stacks to achieve defined objectives and decommission them when tasks complete.  Each stack operates autonomously but reports progress to its Board Agent.\n* **ModelSelectorAgents:** When tasks require AI model inference, Board Agents request a ModelSelector to choose among local or hosted models.  The selection is recorded in the trace for audit.\n* **Digest Agent:** The Digest Agent is part of the Board but behaves like an R&D lab—collecting raw information, synthesising knowledge graphs and summarising finding""}",pack=PACK-d499d363; min_plane=Control; approval=required,,Planned,,,trace.control.core.a,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-14,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""* **NOA:** Board Agents receive missions from NOA and report status back.  They provide domain expertise and enforce governance while letting NOA handle high‑level planning and cross‑domain coordination.\n* **MicroAgentStacks:** Board Agents are the owners of stacks.  They commission stacks to achieve defined objectives and decommission them when tasks complete.  Each stack operates autonomously but reports progress to its Board Agent.\n* **ModelSelectorAgents:** When tasks require AI model inference, Board Agents request a ModelSelector to choose among local or hosted models.  The selection is recorded in the trace for audit.\n* **Digest Agent:** The Digest Agent is part of the Board but behaves like an R&D lab—collecting raw information, synthesising knowledge graphs and summarising finding""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
Digest Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,es FPS-4,Digest Agent,,,,,,tbd,,,,PACK-a7c4c5d1,Agent,,,,Ops,,COURT-POLICY-CORE-D,,,,,Digest Agent,cpu>=1; ram>=1GB; disk>=500MB,,,D,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""* **NOA:** Board Agents receive missions from NOA and report status back.  They provide domain expertise and enforce governance while letting NOA handle high‑level planning and cross‑domain coordination.\n* **MicroAgentStacks:** Board Agents are the owners of stacks.  They commission stacks to achieve defined objectives and decommission them when tasks complete.  Each stack operates autonomously but reports progress to its Board Agent.\n* **ModelSelectorAgents:** When tasks require AI model inference, Board Agents request a ModelSelector to choose among local or hosted models.  The selection is recorded in the trace for audit.\n* **Digest Agent:** The Digest Agent is part of the Board but behaves like an R&D lab—collecting raw information, synthesising knowledge graphs and summarising finding""}",pack=PACK-a7c4c5d1; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.d,,,Agent,
ModelSelectorAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,fl YEL-4,ModelSelectorAgent,,,,,,tbd,,,,PACK-20c0247c,Agent,,,,Ops,,COURT-POLICY-CORE-F,,,,,ModelSelectorAgent,gpu>=1; vram>=8GB; disk>=10GB; net>=50Mbps,,,F,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""A **ModelSelectorAgent** specialises in selecting the best AI model or tool for a given task.  In the context of ark‑os‑noa, tasks vary widely—from reasoning and planning, to code analysis, to data transformation.  Selecting the wrong model can waste resources or compromise privacy.  The ModelSelector provides an intelligent arbitration layer, helping Board Agents and **MicroAgentStacks** achieve high quality results while respecting cost, latency and privacy constraints.""}",pack=PACK-20c0247c; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.f,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-15,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""A **ModelSelectorAgent** specialises in selecting the best AI model or tool for a given task.  In the context of ark‑os‑noa, tasks vary widely—from reasoning and planning, to code analysis, to data transformation.  Selecting the wrong model can waste resources or compromise privacy.  The ModelSelector provides an intelligent arbitration layer, helping Board Agents and **MicroAgentStacks** achieve high quality results while respecting cost, latency and privacy constraints.""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
Board Agent or CommandChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,jf UBC-2,Board Agent or CommandChiefAgent,,,,,,per_intent,,,,PACK-9ca53e6b,Agent,,,,PMO,,COURT-POLICY-CORE-A,,,,,Board Agent or CommandChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Board,,,,,,,,,,,,,Control,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""* **Inputs:** Each call to a ModelSelector includes a task description, input size (e.g. document length, number of files), the privacy tier (public, sensitive, confidential), latency budget, and a cost cap.  These parameters come from the requesting agent (often a Board Agent or CommandChiefAgent).\n* **Decision Graph:** The ModelSelector applies a decision graph:\n  1. **Task classification** – Is this reasoning/planning, bulk transformation, code/data manipulation, or something else?\n  2. **Complexity estimation** – How large or intricate is the input?  This influences whether to use a bigger model or a lightweight one.\n  3. **Model/Tool selection** – Choose from a catalogue of available models (remote APIs, local models served via llama.cpp/Ollama, code runners, data converters) using he""}",pack=PACK-9ca53e6b; min_plane=Control; approval=required,,Planned,,,trace.control.core.a,,,Agent,
MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,kp RIU-16,MicroAgentStacks,,,,,,tbd,,,,PACK-24114ed9,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,combined.md,,"{""sample"": ""- **Board Agents:** Request ModelSelector assistance when their tasks involve AI/ML.  They set budgets and specify privacy tiers.  The ModelSelector returns a plan and rationale.\n- **MicroAgentStacks:** CommandChiefAgents invoke ModelSelectors inside their stacks when a task requires AI processing.  This ensures each stack uses consistent policies and optimal models.\n- **NOA:** Maintains overarching policies for model selection (allowed licences, vulnerability gates, GPU quotas).  The ModelSelector enforces these policies and logs decisions back to NOA’s audit trail.""}",pack=PACK-24114ed9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
